REF_AREA,Reference area,DOMAIN,Domain,TIME_PERIOD,mean_normalized_measure
CRI,Costa Rica,HSL_9,Environmental quality,2018,0.4989790888933184
CRI,Costa Rica,HSL_9,Environmental quality,2019,0.49908868173625315
CRI,Costa Rica,HSL_9,Environmental quality,2020,0.5031632003055069
CRI,Costa Rica,HSL_9,Environmental quality,2021,0.0
CRI,Costa Rica,HSL_9,Environmental quality,2022,0.0
CRI,Costa Rica,HSL_9,Environmental quality,2023,0.007529161417285241
CRI,Costa Rica,HSL_9,Environmental quality,2024,0.007529161417285241
CZE,Czechia,HSL_1,Income and wealth,2004,0.1361571829110514
CZE,Czechia,HSL_1,Income and wealth,2005,0.22276546949202333
CZE,Czechia,HSL_1,Income and wealth,2006,0.21544653440900619
CZE,Czechia,HSL_1,Income and wealth,2007,0.18435955676953553
CZE,Czechia,HSL_1,Income and wealth,2008,0.2079818915586836
CZE,Czechia,HSL_1,Income and wealth,2009,0.19118491462241463
CZE,Czechia,HSL_1,Income and wealth,2010,0.19686387863103832
CZE,Czechia,HSL_1,Income and wealth,2011,0.18584658171692642
CZE,Czechia,HSL_1,Income and wealth,2012,0.1874384359645509
CZE,Czechia,HSL_1,Income and wealth,2013,0.2054353268805444
CZE,Czechia,HSL_1,Income and wealth,2014,0.18819213287820785
CZE,Czechia,HSL_1,Income and wealth,2015,0.18469099083965937
CZE,Czechia,HSL_1,Income and wealth,2016,0.1533951601823585
CZE,Czechia,HSL_1,Income and wealth,2017,0.16864250956215743
CZE,Czechia,HSL_1,Income and wealth,2018,0.13384368973451446
CZE,Czechia,HSL_1,Income and wealth,2019,0.1367687075168728
CZE,Czechia,HSL_1,Income and wealth,2020,0.1274786750137791
CZE,Czechia,HSL_1,Income and wealth,2021,0.13422893135644745
CZE,Czechia,HSL_1,Income and wealth,2022,0.2614503804137056
CZE,Czechia,HSL_1,Income and wealth,2023,0.3352656093896027
CZE,Czechia,HSL_1,Income and wealth,2024,0.3352656093896027
CZE,Czechia,HSL_10,Safety,2004,0.13128767519620554
CZE,Czechia,HSL_10,Safety,2005,0.11383821890822675
CZE,Czechia,HSL_10,Safety,2006,0.42430656620265167
CZE,Czechia,HSL_10,Safety,2007,0.4280755539861362
CZE,Czechia,HSL_10,Safety,2008,0.14431735998312933
CZE,Czechia,HSL_10,Safety,2009,0.43377717177791675
CZE,Czechia,HSL_10,Safety,2010,0.4343375281791253
CZE,Czechia,HSL_10,Safety,2011,0.4327830869625702
CZE,Czechia,HSL_10,Safety,2012,0.4331908030179101
CZE,Czechia,HSL_10,Safety,2013,0.42803152857987903
CZE,Czechia,HSL_10,Safety,2014,0.43331045096898446
CZE,Czechia,HSL_10,Safety,2015,0.43333197149344616
CZE,Czechia,HSL_10,Safety,2016,0.4259654568178833
CZE,Czechia,HSL_10,Safety,2017,0.4268563215618568
CZE,Czechia,HSL_10,Safety,2018,0.43047307140786367
CZE,Czechia,HSL_10,Safety,2019,0.11785288532774489
CZE,Czechia,HSL_10,Safety,2020,0.42429787744586883
CZE,Czechia,HSL_10,Safety,2021,0.4242611449322449
CZE,Czechia,HSL_10,Safety,2022,0.49107887872691935
CZE,Czechia,HSL_10,Safety,2023,0.5000000000000002
CZE,Czechia,HSL_10,Safety,2024,0.5000000000000002
CZE,Czechia,HSL_11,Subjective well-being,2004,0.37739984815554933
CZE,Czechia,HSL_11,Subjective well-being,2005,0.37739984815554933
CZE,Czechia,HSL_11,Subjective well-being,2006,0.37739984815554933
CZE,Czechia,HSL_11,Subjective well-being,2007,0.4049392655791429
CZE,Czechia,HSL_11,Subjective well-being,2008,0.39416838556199213
CZE,Czechia,HSL_11,Subjective well-being,2009,0.38339750554484137
CZE,Czechia,HSL_11,Subjective well-being,2010,0.36901313330766944
CZE,Czechia,HSL_11,Subjective well-being,2011,0.36772779331630784
CZE,Czechia,HSL_11,Subjective well-being,2012,0.36772779331630784
CZE,Czechia,HSL_11,Subjective well-being,2013,0.3971080040441331
CZE,Czechia,HSL_11,Subjective well-being,2014,0.2837553487224319
CZE,Czechia,HSL_11,Subjective well-being,2015,0.2837553487224319
CZE,Czechia,HSL_11,Subjective well-being,2016,0.2837553487224319
CZE,Czechia,HSL_11,Subjective well-being,2017,0.2757989677194783
CZE,Czechia,HSL_11,Subjective well-being,2018,0.33988576585848945
CZE,Czechia,HSL_11,Subjective well-being,2019,0.32245566081889865
CZE,Czechia,HSL_11,Subjective well-being,2020,0.3050255557793078
CZE,Czechia,HSL_11,Subjective well-being,2021,0.3768710950040937
CZE,Czechia,HSL_11,Subjective well-being,2022,0.3718368695245711
CZE,Czechia,HSL_11,Subjective well-being,2023,0.4299337872834117
CZE,Czechia,HSL_11,Subjective well-being,2024,0.4299337872834117
CZE,Czechia,HSL_2,Work and job quality,2004,0.3535547749101144
CZE,Czechia,HSL_2,Work and job quality,2005,0.373499342061146
CZE,Czechia,HSL_2,Work and job quality,2006,0.34797180447917964
CZE,Czechia,HSL_2,Work and job quality,2007,0.2823250552774558
CZE,Czechia,HSL_2,Work and job quality,2008,0.2985284037987228
CZE,Czechia,HSL_2,Work and job quality,2009,0.3146597590094583
CZE,Czechia,HSL_2,Work and job quality,2010,0.3206846663046479
CZE,Czechia,HSL_2,Work and job quality,2011,0.2925407034273442
CZE,Czechia,HSL_2,Work and job quality,2012,0.3033390577107499
CZE,Czechia,HSL_2,Work and job quality,2013,0.3610812963790255
CZE,Czechia,HSL_2,Work and job quality,2014,0.2766678363848173
CZE,Czechia,HSL_2,Work and job quality,2015,0.2896649586404038
CZE,Czechia,HSL_2,Work and job quality,2016,0.27085838000577345
CZE,Czechia,HSL_2,Work and job quality,2017,0.3458804870100772
CZE,Czechia,HSL_2,Work and job quality,2018,0.3981825326688237
CZE,Czechia,HSL_2,Work and job quality,2019,0.3496824515087088
CZE,Czechia,HSL_2,Work and job quality,2020,0.339206595277142
CZE,Czechia,HSL_2,Work and job quality,2021,0.3095694396133045
CZE,Czechia,HSL_2,Work and job quality,2022,0.35562055402337045
CZE,Czechia,HSL_2,Work and job quality,2023,0.3776435774250502
CZE,Czechia,HSL_2,Work and job quality,2024,0.3776435774250502
CZE,Czechia,HSL_3,Housing,2004,0.49057192973461355
CZE,Czechia,HSL_3,Housing,2005,0.23702441217697598
CZE,Czechia,HSL_3,Housing,2006,0.28289186831578533
CZE,Czechia,HSL_3,Housing,2007,0.29433363232965476
CZE,Czechia,HSL_3,Housing,2008,0.3111823045625374
CZE,Czechia,HSL_3,Housing,2009,0.31908799610399147
CZE,Czechia,HSL_3,Housing,2010,0.28815027613163247
CZE,Czechia,HSL_3,Housing,2011,0.3443765766368345
CZE,Czechia,HSL_3,Housing,2012,0.3521780845511595
CZE,Czechia,HSL_3,Housing,2013,0.3492044265316162
CZE,Czechia,HSL_3,Housing,2014,0.3769444457181923
CZE,Czechia,HSL_3,Housing,2015,0.3258385974659962
CZE,Czechia,HSL_3,Housing,2016,0.25780261469948085
CZE,Czechia,HSL_3,Housing,2017,0.2452877947776399
CZE,Czechia,HSL_3,Housing,2018,0.22913929968816907
CZE,Czechia,HSL_3,Housing,2019,0.2346505130253762
CZE,Czechia,HSL_3,Housing,2020,0.23852556567257696
CZE,Czechia,HSL_3,Housing,2021,0.23603552795247468
CZE,Czechia,HSL_3,Housing,2022,0.14416287536515213
CZE,Czechia,HSL_3,Housing,2023,0.24242013189013717
CZE,Czechia,HSL_3,Housing,2024,0.24242013189013717
CZE,Czechia,HSL_4,Work-life balance,2004,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2005,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2006,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2007,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2008,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2009,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2010,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2011,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2012,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2013,0.4831572530222321
CZE,Czechia,HSL_4,Work-life balance,2014,0.47613296198473126
CZE,Czechia,HSL_4,Work-life balance,2015,0.4691086709472304
CZE,Czechia,HSL_4,Work-life balance,2016,0.46208437990972956
CZE,Czechia,HSL_4,Work-life balance,2017,0.4550600888722287
CZE,Czechia,HSL_4,Work-life balance,2018,0.44803579783472786
CZE,Czechia,HSL_4,Work-life balance,2019,0.4356912249460612
CZE,Czechia,HSL_4,Work-life balance,2020,0.4233466520573946
CZE,Czechia,HSL_4,Work-life balance,2021,0.41100207916872794
CZE,Czechia,HSL_4,Work-life balance,2022,0.3986575062800613
CZE,Czechia,HSL_4,Work-life balance,2023,0.3986575062800613
CZE,Czechia,HSL_4,Work-life balance,2024,0.3986575062800613
CZE,Czechia,HSL_5,Health,2004,0.3328255199412075
CZE,Czechia,HSL_5,Health,2005,0.4783868181628427
CZE,Czechia,HSL_5,Health,2006,0.49464478455039657
CZE,Czechia,HSL_5,Health,2007,0.49353346839395784
CZE,Czechia,HSL_5,Health,2008,0.5036920757022553
CZE,Czechia,HSL_5,Health,2009,0.4954082486503957
CZE,Czechia,HSL_5,Health,2010,0.4993617545832486
CZE,Czechia,HSL_5,Health,2011,0.505260589410857
CZE,Czechia,HSL_5,Health,2012,0.5058483423040983
CZE,Czechia,HSL_5,Health,2013,0.5006681912628913
CZE,Czechia,HSL_5,Health,2014,0.3960532948848916
CZE,Czechia,HSL_5,Health,2015,0.49651297839805447
CZE,Czechia,HSL_5,Health,2016,0.5067730210618101
CZE,Czechia,HSL_5,Health,2017,0.5105083178803103
CZE,Czechia,HSL_5,Health,2018,0.5199792583045935
CZE,Czechia,HSL_5,Health,2019,0.4237218208672007
CZE,Czechia,HSL_5,Health,2020,0.5135731110000209
CZE,Czechia,HSL_5,Health,2021,0.5327049450303694
CZE,Czechia,HSL_5,Health,2022,0.590046351947572
CZE,Czechia,HSL_5,Health,2023,0.5822120816906959
CZE,Czechia,HSL_5,Health,2024,0.5822120816906959
CZE,Czechia,HSL_6,Knowledge and skills,2004,0.6889580885597092
CZE,Czechia,HSL_6,Knowledge and skills,2005,0.6889580885597092
CZE,Czechia,HSL_6,Knowledge and skills,2006,0.6889580885597092
CZE,Czechia,HSL_6,Knowledge and skills,2007,0.6638419923555081
CZE,Czechia,HSL_6,Knowledge and skills,2008,0.6387258961513071
CZE,Czechia,HSL_6,Knowledge and skills,2009,0.6136097999471061
CZE,Czechia,HSL_6,Knowledge and skills,2010,0.5898890453529991
CZE,Czechia,HSL_6,Knowledge and skills,2011,0.5661682907588921
CZE,Czechia,HSL_6,Knowledge and skills,2012,0.5424475361647851
CZE,Czechia,HSL_6,Knowledge and skills,2013,0.6015035945080786
CZE,Czechia,HSL_6,Knowledge and skills,2014,0.6605596528513721
CZE,Czechia,HSL_6,Knowledge and skills,2015,0.7196157111946655
CZE,Czechia,HSL_6,Knowledge and skills,2016,0.6651661779672077
CZE,Czechia,HSL_6,Knowledge and skills,2017,0.61071664473975
CZE,Czechia,HSL_6,Knowledge and skills,2018,0.5562671115122921
CZE,Czechia,HSL_6,Knowledge and skills,2019,0.5449122581075008
CZE,Czechia,HSL_6,Knowledge and skills,2020,0.5335574047027094
CZE,Czechia,HSL_6,Knowledge and skills,2021,0.522202551297918
CZE,Czechia,HSL_6,Knowledge and skills,2022,0.5108476978931267
CZE,Czechia,HSL_6,Knowledge and skills,2023,0.5108476978931267
CZE,Czechia,HSL_6,Knowledge and skills,2024,0.5108476978931267
CZE,Czechia,HSL_7,Social connections,2004,0.5000000000000002
CZE,Czechia,HSL_7,Social connections,2005,0.5000000000000002
CZE,Czechia,HSL_7,Social connections,2006,0.5000000000000002
CZE,Czechia,HSL_7,Social connections,2007,0.4999999999999994
CZE,Czechia,HSL_7,Social connections,2008,0.49999999999999944
CZE,Czechia,HSL_7,Social connections,2009,0.4999999999999995
CZE,Czechia,HSL_7,Social connections,2010,0.5
CZE,Czechia,HSL_7,Social connections,2011,0.5000000000000001
CZE,Czechia,HSL_7,Social connections,2012,0.5000000000000004
CZE,Czechia,HSL_7,Social connections,2013,0.4843482972596928
CZE,Czechia,HSL_7,Social connections,2014,0.5
CZE,Czechia,HSL_7,Social connections,2015,0.5000000000000002
CZE,Czechia,HSL_7,Social connections,2016,0.5000000000000002
CZE,Czechia,HSL_7,Social connections,2017,0.5000000000000001
CZE,Czechia,HSL_7,Social connections,2018,0.419188850494845
CZE,Czechia,HSL_7,Social connections,2019,0.45959442524742256
CZE,Czechia,HSL_7,Social connections,2020,0.5000000000000001
CZE,Czechia,HSL_7,Social connections,2021,0.5000000000000001
CZE,Czechia,HSL_7,Social connections,2022,0.4067923623301528
CZE,Czechia,HSL_7,Social connections,2023,0.5
CZE,Czechia,HSL_7,Social connections,2024,0.5
CZE,Czechia,HSL_8,Civic engagement,2004,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2005,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2006,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2007,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2008,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2009,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2010,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2011,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2012,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2013,0.6034260980314081
CZE,Czechia,HSL_8,Civic engagement,2014,0.5486661032239907
CZE,Czechia,HSL_8,Civic engagement,2015,0.4939061084165731
CZE,Czechia,HSL_8,Civic engagement,2016,0.4391461136091557
CZE,Czechia,HSL_8,Civic engagement,2017,0.3843861188017382
CZE,Czechia,HSL_8,Civic engagement,2018,0.3296261239943207
CZE,Czechia,HSL_8,Civic engagement,2019,0.35755952651763523
CZE,Czechia,HSL_8,Civic engagement,2020,0.3854929290409498
CZE,Czechia,HSL_8,Civic engagement,2021,0.4134263315642644
CZE,Czechia,HSL_8,Civic engagement,2022,0.44135973408757895
CZE,Czechia,HSL_8,Civic engagement,2023,0.4692931366108935
CZE,Czechia,HSL_8,Civic engagement,2024,0.4692931366108935
CZE,Czechia,HSL_9,Environmental quality,2004,0.4998667661344568
CZE,Czechia,HSL_9,Environmental quality,2005,0.4998829914331808
CZE,Czechia,HSL_9,Environmental quality,2006,0.4998668225791932
CZE,Czechia,HSL_9,Environmental quality,2007,0.49989800108066895
CZE,Czechia,HSL_9,Environmental quality,2008,0.4999166542948251
CZE,Czechia,HSL_9,Environmental quality,2009,0.49992136114103336
CZE,Czechia,HSL_9,Environmental quality,2010,0.49995655104660747
CZE,Czechia,HSL_9,Environmental quality,2011,0.499952780841893
CZE,Czechia,HSL_9,Environmental quality,2012,0.6193633126987078
CZE,Czechia,HSL_9,Environmental quality,2013,0.4999726855084894
CZE,Czechia,HSL_9,Environmental quality,2014,0.49997619744259764
CZE,Czechia,HSL_9,Environmental quality,2015,0.5072102607216515
CZE,Czechia,HSL_9,Environmental quality,2016,0.4999882624141772
CZE,Czechia,HSL_9,Environmental quality,2017,0.49998879912658484
CZE,Czechia,HSL_9,Environmental quality,2018,0.6199139366394215
CZE,Czechia,HSL_9,Environmental quality,2019,0.49998557778476405
CZE,Czechia,HSL_9,Environmental quality,2020,0.4999904894752622
CZE,Czechia,HSL_9,Environmental quality,2021,0.0
CZE,Czechia,HSL_9,Environmental quality,2022,0.0
CZE,Czechia,HSL_9,Environmental quality,2023,0.0
CZE,Czechia,HSL_9,Environmental quality,2024,0.0
DEU,Germany,HSL_1,Income and wealth,2004,0.7437378385891219
DEU,Germany,HSL_1,Income and wealth,2005,0.43816733360126703
DEU,Germany,HSL_1,Income and wealth,2006,0.3992631824492167
DEU,Germany,HSL_1,Income and wealth,2007,0.3730438512887422
DEU,Germany,HSL_1,Income and wealth,2008,0.3011023175783671
DEU,Germany,HSL_1,Income and wealth,2009,0.3969591750841751
DEU,Germany,HSL_1,Income and wealth,2010,0.3980391956720213
DEU,Germany,HSL_1,Income and wealth,2011,0.3240668731162163
DEU,Germany,HSL_1,Income and wealth,2012,0.2695990310397096
DEU,Germany,HSL_1,Income and wealth,2013,0.28809749312672966
DEU,Germany,HSL_1,Income and wealth,2014,0.35711132611631463
DEU,Germany,HSL_1,Income and wealth,2015,0.29574727489322683
DEU,Germany,HSL_1,Income and wealth,2016,0.29766327667415127
DEU,Germany,HSL_1,Income and wealth,2017,0.3681759657644036
DEU,Germany,HSL_1,Income and wealth,2018,0.2674563323478121
DEU,Germany,HSL_1,Income and wealth,2019,0.30625217013210987
DEU,Germany,HSL_1,Income and wealth,2020,0.30457486177501103
DEU,Germany,HSL_1,Income and wealth,2021,0.328322237528556
DEU,Germany,HSL_1,Income and wealth,2022,0.3674708353913825
DEU,Germany,HSL_1,Income and wealth,2023,0.48970946852543873
DEU,Germany,HSL_1,Income and wealth,2024,0.48970946852543873
DEU,Germany,HSL_10,Safety,2004,0.03897522482026407
DEU,Germany,HSL_10,Safety,2005,0.02978720225231872
DEU,Germany,HSL_10,Safety,2006,0.38081851931263216
DEU,Germany,HSL_10,Safety,2007,0.4125919368496376
DEU,Germany,HSL_10,Safety,2008,0.4161042511693358
DEU,Germany,HSL_10,Safety,2009,0.4159645678612583
DEU,Germany,HSL_10,Safety,2010,0.4189451936502142
DEU,Germany,HSL_10,Safety,2011,0.4199430244908467
DEU,Germany,HSL_10,Safety,2012,0.4187636092781947
DEU,Germany,HSL_10,Safety,2013,0.41701798094852854
DEU,Germany,HSL_10,Safety,2014,0.4224767580281561
DEU,Germany,HSL_10,Safety,2015,0.41951788542322554
DEU,Germany,HSL_10,Safety,2016,0.41669138065652284
DEU,Germany,HSL_10,Safety,2017,0.4186802151936474
DEU,Germany,HSL_10,Safety,2018,0.4192302119450549
DEU,Germany,HSL_10,Safety,2019,0.4194238295545094
DEU,Germany,HSL_10,Safety,2020,0.4168600696243035
DEU,Germany,HSL_10,Safety,2021,0.48103815302067315
DEU,Germany,HSL_10,Safety,2022,0.48084701628907156
DEU,Germany,HSL_10,Safety,2023,0.5000000000000002
DEU,Germany,HSL_10,Safety,2024,0.5000000000000002
DEU,Germany,HSL_11,Subjective well-being,2004,0.27058855111692703
DEU,Germany,HSL_11,Subjective well-being,2005,0.27058855111692703
DEU,Germany,HSL_11,Subjective well-being,2006,0.27058855111692703
DEU,Germany,HSL_11,Subjective well-being,2007,0.3220501620504228
DEU,Germany,HSL_11,Subjective well-being,2008,0.3266572456720744
DEU,Germany,HSL_11,Subjective well-being,2009,0.30898095143838183
DEU,Germany,HSL_11,Subjective well-being,2010,0.2963294336612769
DEU,Germany,HSL_11,Subjective well-being,2011,0.29500502505568077
DEU,Germany,HSL_11,Subjective well-being,2012,0.29500502505568077
DEU,Germany,HSL_11,Subjective well-being,2013,0.3752828701446413
DEU,Germany,HSL_11,Subjective well-being,2014,0.2653290305342372
DEU,Germany,HSL_11,Subjective well-being,2015,0.2653290305342372
DEU,Germany,HSL_11,Subjective well-being,2016,0.2653290305342372
DEU,Germany,HSL_11,Subjective well-being,2017,0.24640321478785043
DEU,Germany,HSL_11,Subjective well-being,2018,0.33954796544646854
DEU,Germany,HSL_11,Subjective well-being,2019,0.24700111459780036
DEU,Germany,HSL_11,Subjective well-being,2020,0.24854488928516882
DEU,Germany,HSL_11,Subjective well-being,2021,0.379997397013069
DEU,Germany,HSL_11,Subjective well-being,2022,0.4180684507047632
DEU,Germany,HSL_11,Subjective well-being,2023,0.36416361609927606
DEU,Germany,HSL_11,Subjective well-being,2024,0.36416361609927606
DEU,Germany,HSL_2,Work and job quality,2004,0.3650261561660711
DEU,Germany,HSL_2,Work and job quality,2005,0.42588715955896245
DEU,Germany,HSL_2,Work and job quality,2006,0.3865118586623373
DEU,Germany,HSL_2,Work and job quality,2007,0.3682410318315921
DEU,Germany,HSL_2,Work and job quality,2008,0.3742511716407258
DEU,Germany,HSL_2,Work and job quality,2009,0.3664667869414445
DEU,Germany,HSL_2,Work and job quality,2010,0.35690975345873416
DEU,Germany,HSL_2,Work and job quality,2011,0.3430931542490873
DEU,Germany,HSL_2,Work and job quality,2012,0.3348907844246034
DEU,Germany,HSL_2,Work and job quality,2013,0.3707931737628899
DEU,Germany,HSL_2,Work and job quality,2014,0.3325441896973816
DEU,Germany,HSL_2,Work and job quality,2015,0.34609235205632205
DEU,Germany,HSL_2,Work and job quality,2016,0.3342309270311051
DEU,Germany,HSL_2,Work and job quality,2017,0.3688353441006926
DEU,Germany,HSL_2,Work and job quality,2018,0.3954637254262876
DEU,Germany,HSL_2,Work and job quality,2019,0.37332646121399865
DEU,Germany,HSL_2,Work and job quality,2020,0.4008926307259131
DEU,Germany,HSL_2,Work and job quality,2021,0.3393036618534599
DEU,Germany,HSL_2,Work and job quality,2022,0.3723587685571871
DEU,Germany,HSL_2,Work and job quality,2023,0.3517064540626487
DEU,Germany,HSL_2,Work and job quality,2024,0.3517064540626487
DEU,Germany,HSL_3,Housing,2004,0.6676484070650094
DEU,Germany,HSL_3,Housing,2005,0.3260940386235685
DEU,Germany,HSL_3,Housing,2006,0.3791352364626824
DEU,Germany,HSL_3,Housing,2007,0.4472813527555258
DEU,Germany,HSL_3,Housing,2008,0.45374416866714884
DEU,Germany,HSL_3,Housing,2009,0.4898503919476285
DEU,Germany,HSL_3,Housing,2010,0.36385503912194894
DEU,Germany,HSL_3,Housing,2011,0.5252592508215003
DEU,Germany,HSL_3,Housing,2012,0.3573522166072182
DEU,Germany,HSL_3,Housing,2013,0.5458002782235979
DEU,Germany,HSL_3,Housing,2014,0.3578870571530034
DEU,Germany,HSL_3,Housing,2015,0.43497008870243387
DEU,Germany,HSL_3,Housing,2016,0.4244575273384176
DEU,Germany,HSL_3,Housing,2017,0.4343336046266269
DEU,Germany,HSL_3,Housing,2018,0.41892975174701774
DEU,Germany,HSL_3,Housing,2019,0.4278461425469467
DEU,Germany,HSL_3,Housing,2020,0.43968001567217757
DEU,Germany,HSL_3,Housing,2021,0.3614875045433491
DEU,Germany,HSL_3,Housing,2022,0.34161285869290686
DEU,Germany,HSL_3,Housing,2023,0.5627802175132469
DEU,Germany,HSL_3,Housing,2024,0.5627802175132469
DEU,Germany,HSL_4,Work-life balance,2004,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2005,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2006,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2007,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2008,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2009,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2010,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2011,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2012,0.4749373544278014
DEU,Germany,HSL_4,Work-life balance,2013,0.5555627114388962
DEU,Germany,HSL_4,Work-life balance,2014,0.5445494211048991
DEU,Germany,HSL_4,Work-life balance,2015,0.533536130770902
DEU,Germany,HSL_4,Work-life balance,2016,0.522522840436905
DEU,Germany,HSL_4,Work-life balance,2017,0.5115095501029079
DEU,Germany,HSL_4,Work-life balance,2018,0.5004962597689108
DEU,Germany,HSL_4,Work-life balance,2019,0.4853153437256876
DEU,Germany,HSL_4,Work-life balance,2020,0.4701344276824644
DEU,Germany,HSL_4,Work-life balance,2021,0.45495351163924125
DEU,Germany,HSL_4,Work-life balance,2022,0.43977259559601806
DEU,Germany,HSL_4,Work-life balance,2023,0.43977259559601806
DEU,Germany,HSL_4,Work-life balance,2024,0.43977259559601806
DEU,Germany,HSL_5,Health,2004,0.40464153568426714
DEU,Germany,HSL_5,Health,2005,0.48289498200390857
DEU,Germany,HSL_5,Health,2006,0.492829197990098
DEU,Germany,HSL_5,Health,2007,0.48907962111464115
DEU,Germany,HSL_5,Health,2008,0.5047570542268813
DEU,Germany,HSL_5,Health,2009,0.5011570666558359
DEU,Germany,HSL_5,Health,2010,0.505932037125164
DEU,Germany,HSL_5,Health,2011,0.5166411895253087
DEU,Germany,HSL_5,Health,2012,0.51602222875868
DEU,Germany,HSL_5,Health,2013,0.5099169415753209
DEU,Germany,HSL_5,Health,2014,0.49537435713911393
DEU,Germany,HSL_5,Health,2015,0.5104681246084131
DEU,Germany,HSL_5,Health,2016,0.5158829936916168
DEU,Germany,HSL_5,Health,2017,0.5206986024877716
DEU,Germany,HSL_5,Health,2018,0.5306948234564879
DEU,Germany,HSL_5,Health,2019,0.5226493851436719
DEU,Germany,HSL_5,Health,2020,0.5716854957223506
DEU,Germany,HSL_5,Health,2021,0.6584569815219808
DEU,Germany,HSL_5,Health,2022,0.6251579661462159
DEU,Germany,HSL_5,Health,2023,0.5980370545320947
DEU,Germany,HSL_5,Health,2024,0.5980370545320947
DEU,Germany,HSL_6,Knowledge and skills,2004,0.706799302647848
DEU,Germany,HSL_6,Knowledge and skills,2005,0.706799302647848
DEU,Germany,HSL_6,Knowledge and skills,2006,0.706799302647848
DEU,Germany,HSL_6,Knowledge and skills,2007,0.7205177636569716
DEU,Germany,HSL_6,Knowledge and skills,2008,0.7342362246660952
DEU,Germany,HSL_6,Knowledge and skills,2009,0.7479546856752188
DEU,Germany,HSL_6,Knowledge and skills,2010,0.6908945930415316
DEU,Germany,HSL_6,Knowledge and skills,2011,0.6338345004078444
DEU,Germany,HSL_6,Knowledge and skills,2012,0.5767744077741571
DEU,Germany,HSL_6,Knowledge and skills,2013,0.6362784359024153
DEU,Germany,HSL_6,Knowledge and skills,2014,0.6957824640306735
DEU,Germany,HSL_6,Knowledge and skills,2015,0.7552864921589316
DEU,Germany,HSL_6,Knowledge and skills,2016,0.7118256299153878
DEU,Germany,HSL_6,Knowledge and skills,2017,0.6683647676718438
DEU,Germany,HSL_6,Knowledge and skills,2018,0.6249039054283
DEU,Germany,HSL_6,Knowledge and skills,2019,0.6035312966578386
DEU,Germany,HSL_6,Knowledge and skills,2020,0.582158687887377
DEU,Germany,HSL_6,Knowledge and skills,2021,0.5607860791169155
DEU,Germany,HSL_6,Knowledge and skills,2022,0.539413470346454
DEU,Germany,HSL_6,Knowledge and skills,2023,0.539413470346454
DEU,Germany,HSL_6,Knowledge and skills,2024,0.539413470346454
DEU,Germany,HSL_7,Social connections,2004,0.5000000000000002
DEU,Germany,HSL_7,Social connections,2005,0.5000000000000002
DEU,Germany,HSL_7,Social connections,2006,0.5000000000000002
DEU,Germany,HSL_7,Social connections,2007,0.4999999999999996
DEU,Germany,HSL_7,Social connections,2008,0.5000000000000001
DEU,Germany,HSL_7,Social connections,2009,0.4999999999999997
DEU,Germany,HSL_7,Social connections,2010,0.5000000000000003
DEU,Germany,HSL_7,Social connections,2011,0.5000000000000003
DEU,Germany,HSL_7,Social connections,2012,0.5408252288150087
DEU,Germany,HSL_7,Social connections,2013,0.5200448577565702
DEU,Germany,HSL_7,Social connections,2014,0.5000000000000001
DEU,Germany,HSL_7,Social connections,2015,0.5000000000000004
DEU,Germany,HSL_7,Social connections,2016,0.5000000000000004
DEU,Germany,HSL_7,Social connections,2017,0.5000000000000001
DEU,Germany,HSL_7,Social connections,2018,0.47361543346473306
DEU,Germany,HSL_7,Social connections,2019,0.5000000000000002
DEU,Germany,HSL_7,Social connections,2020,0.5000000000000004
DEU,Germany,HSL_7,Social connections,2021,0.5000000000000004
DEU,Germany,HSL_7,Social connections,2022,0.47336712762357885
DEU,Germany,HSL_7,Social connections,2023,0.5000000000000002
DEU,Germany,HSL_7,Social connections,2024,0.5000000000000002
DEU,Germany,HSL_8,Civic engagement,2004,0.7872611464968153
