Reference area,Domain,TIME_PERIOD,mean_normalized_measure
Costa Rica,Subjective well-being,2018,0.6292
Costa Rica,Subjective well-being,2019,0.6007
Costa Rica,Subjective well-being,2020,0.5616
Costa Rica,Subjective well-being,2021,0.5616
Costa Rica,Subjective well-being,2022,0.5681
Costa Rica,Subjective well-being,2023,0.5681
Costa Rica,Work and job quality,2006,0.5739
Costa Rica,Work and job quality,2007,0.5877
Costa Rica,Work and job quality,2008,0.5985
Costa Rica,Work and job quality,2009,0.6137
Costa Rica,Work and job quality,2010,0.5755
Costa Rica,Work and job quality,2011,0.572
Costa Rica,Work and job quality,2012,0.6952
Costa Rica,Work and job quality,2013,0.6694
Costa Rica,Work and job quality,2014,0.6701
Costa Rica,Work and job quality,2015,0.6429
Costa Rica,Work and job quality,2016,0.6082
Costa Rica,Work and job quality,2017,0.6053
Costa Rica,Work and job quality,2018,0.6311
Costa Rica,Work and job quality,2019,0.6069
Costa Rica,Work and job quality,2020,0.614
Costa Rica,Work and job quality,2021,0.6317
Costa Rica,Work and job quality,2022,0.6003
Costa Rica,Work and job quality,2023,0.5933
Czechia,Civic engagement,2006,0.6034
Czechia,Civic engagement,2007,0.6034
Czechia,Civic engagement,2008,0.6034
Czechia,Civic engagement,2009,0.6034
Czechia,Civic engagement,2010,0.6034
Czechia,Civic engagement,2011,0.6034
Czechia,Civic engagement,2012,0.6034
Czechia,Civic engagement,2013,0.6034
Czechia,Civic engagement,2014,0.54864
Czechia,Civic engagement,2015,0.49388000000000004
Czechia,Civic engagement,2016,0.43912
Czechia,Civic engagement,2017,0.38436000000000003
Czechia,Civic engagement,2018,0.3296
Czechia,Civic engagement,2019,0.33772
Czechia,Civic engagement,2020,0.34584
Czechia,Civic engagement,2021,0.35396
Czechia,Civic engagement,2022,0.36207999999999996
Czechia,Civic engagement,2023,0.3702
Czechia,Environmental quality,2006,0.9999
Czechia,Environmental quality,2007,0.9999
Czechia,Environmental quality,2008,0.9999
Czechia,Environmental quality,2009,0.9999
Czechia,Environmental quality,2010,1.0
Czechia,Environmental quality,2011,1.0
Czechia,Environmental quality,2012,0.9527
Czechia,Environmental quality,2013,1.0
Czechia,Environmental quality,2014,1.0
Czechia,Environmental quality,2015,0.9927
Czechia,Environmental quality,2016,1.0
Czechia,Environmental quality,2017,1.0
Czechia,Environmental quality,2018,0.9532
Czechia,Environmental quality,2019,1.0
Czechia,Environmental quality,2020,1.0
Czechia,Environmental quality,2021,1.0
Czechia,Environmental quality,2022,1.0
Czechia,Environmental quality,2023,1.0
Czechia,Health,2006,0.6048
Czechia,Health,2007,0.6167
Czechia,Health,2008,0.62
Czechia,Health,2009,0.6046
Czechia,Health,2010,0.6044
Czechia,Health,2011,0.6057
Czechia,Health,2012,0.6085
Czechia,Health,2013,0.61
Czechia,Health,2014,0.4704
Czechia,Health,2015,0.6077
Czechia,Health,2016,0.6166
Czechia,Health,2017,0.5967
Czechia,Health,2018,0.5982
Czechia,Health,2019,0.4884
Czechia,Health,2020,0.5972
Czechia,Health,2021,0.627
Czechia,Health,2022,0.59
Czechia,Health,2023,0.5822
Czechia,Housing,2006,0.2829
Czechia,Housing,2007,0.2943
Czechia,Housing,2008,0.3112
Czechia,Housing,2009,0.3191
Czechia,Housing,2010,0.3645
Czechia,Housing,2011,0.394
Czechia,Housing,2012,0.4176
Czechia,Housing,2013,0.3987
Czechia,Housing,2014,0.4352
Czechia,Housing,2015,0.3974
Czechia,Housing,2016,0.3104
Czechia,Housing,2017,0.3111
Czechia,Housing,2018,0.2933
Czechia,Housing,2019,0.3031
Czechia,Housing,2020,0.3153
Czechia,Housing,2021,0.3075
Czechia,Housing,2022,0.2595
Czechia,Housing,2023,0.2424
Czechia,Income and wealth,2006,0.2154
Czechia,Income and wealth,2007,0.1844
Czechia,Income and wealth,2008,0.208
Czechia,Income and wealth,2009,0.1912
Czechia,Income and wealth,2010,0.1969
Czechia,Income and wealth,2011,0.1858
Czechia,Income and wealth,2012,0.1874
Czechia,Income and wealth,2013,0.2054
Czechia,Income and wealth,2014,0.1882
Czechia,Income and wealth,2015,0.1847
Czechia,Income and wealth,2016,0.1534
Czechia,Income and wealth,2017,0.1686
Czechia,Income and wealth,2018,0.1338
Czechia,Income and wealth,2019,0.1368
Czechia,Income and wealth,2020,0.1275
Czechia,Income and wealth,2021,0.1342
Czechia,Income and wealth,2022,0.2615
Czechia,Income and wealth,2023,0.3353
Czechia,Knowledge and skills,2006,0.689
Czechia,Knowledge and skills,2007,0.6638666666666666
Czechia,Knowledge and skills,2008,0.6387333333333334
Czechia,Knowledge and skills,2009,0.6136
Czechia,Knowledge and skills,2010,0.5997333333333333
Czechia,Knowledge and skills,2011,0.5858666666666666
Czechia,Knowledge and skills,2012,0.572
Czechia,Knowledge and skills,2013,0.6212
Czechia,Knowledge and skills,2014,0.6704
Czechia,Knowledge and skills,2015,0.7196
Czechia,Knowledge and skills,2016,0.7011333333333334
Czechia,Knowledge and skills,2017,0.6826666666666666
Czechia,Knowledge and skills,2018,0.6642
Czechia,Knowledge and skills,2019,0.6562
Czechia,Knowledge and skills,2020,0.6482
Czechia,Knowledge and skills,2021,0.6402
Czechia,Knowledge and skills,2022,0.6322
Czechia,Knowledge and skills,2023,0.6322
Czechia,Safety,2006,0.5299
Czechia,Safety,2007,0.5301
Czechia,Safety,2008,0.8557
Czechia,Safety,2009,0.5908
Czechia,Safety,2010,0.5879
Czechia,Safety,2011,0.5696
Czechia,Safety,2012,0.5508
Czechia,Safety,2013,0.5744
Czechia,Safety,2014,0.6036
Czechia,Safety,2015,0.5917
Czechia,Safety,2016,0.5991
Czechia,Safety,2017,0.6945
Czechia,Safety,2018,0.6908
Czechia,Safety,2019,0.8821
Czechia,Safety,2020,0.7562
Czechia,Safety,2021,0.7562
Czechia,Safety,2022,0.721
Czechia,Safety,2023,0.7238
Czechia,Social connections,2006,0.8044
Czechia,Social connections,2007,0.8086
Czechia,Social connections,2008,0.8262
Czechia,Social connections,2009,0.8438
Czechia,Social connections,2010,0.8301
Czechia,Social connections,2011,0.8066
Czechia,Social connections,2012,0.8
Czechia,Social connections,2013,0.7293
Czechia,Social connections,2014,0.8027
Czechia,Social connections,2015,0.7959
Czechia,Social connections,2016,0.7959
Czechia,Social connections,2017,0.8253
Czechia,Social connections,2018,0.7903
Czechia,Social connections,2019,0.82565
Czechia,Social connections,2020,0.861
Czechia,Social connections,2021,0.861
Czechia,Social connections,2022,0.7882
Czechia,Social connections,2023,0.8397
Czechia,Subjective well-being,2006,0.6226
Czechia,Subjective well-being,2007,0.5951
Czechia,Subjective well-being,2008,0.60585
Czechia,Subjective well-being,2009,0.6166
Czechia,Subjective well-being,2010,0.631
Czechia,Subjective well-being,2011,0.6323
Czechia,Subjective well-being,2012,0.6323
Czechia,Subjective well-being,2013,0.6361
Czechia,Subjective well-being,2014,0.7162
Czechia,Subjective well-being,2015,0.7162
Czechia,Subjective well-being,2016,0.7162
Czechia,Subjective well-being,2017,0.7242
Czechia,Subjective well-being,2018,0.7189
Czechia,Subjective well-being,2019,0.70695
Czechia,Subjective well-being,2020,0.695
Czechia,Subjective well-being,2021,0.698
Czechia,Subjective well-being,2022,0.7109
Czechia,Subjective well-being,2023,0.6751
Czechia,Work and job quality,2006,0.6939
Czechia,Work and job quality,2007,0.7479
Czechia,Work and job quality,2008,0.7473
Czechia,Work and job quality,2009,0.7388
Czechia,Work and job quality,2010,0.6808
Czechia,Work and job quality,2011,0.7625
Czechia,Work and job quality,2012,0.7624
Czechia,Work and job quality,2013,0.7519
Czechia,Work and job quality,2014,0.8098
Czechia,Work and job quality,2015,0.7195
Czechia,Work and job quality,2016,0.8228
Czechia,Work and job quality,2017,0.7961
Czechia,Work and job quality,2018,0.7857
Czechia,Work and job quality,2019,0.8048
Czechia,Work and job quality,2020,0.8082
Czechia,Work and job quality,2021,0.8296
Czechia,Work and job quality,2022,0.7932
Czechia,Work and job quality,2023,0.7552
Czechia,Work-life balance,2006,0.4832
Czechia,Work-life balance,2007,0.4832
Czechia,Work-life balance,2008,0.4832
Czechia,Work-life balance,2009,0.4832
Czechia,Work-life balance,2010,0.4832
Czechia,Work-life balance,2011,0.4832
Czechia,Work-life balance,2012,0.4832
Czechia,Work-life balance,2013,0.4832
Czechia,Work-life balance,2014,0.47616
Czechia,Work-life balance,2015,0.46912000000000004
Czechia,Work-life balance,2016,0.46208
Czechia,Work-life balance,2017,0.45504
Czechia,Work-life balance,2018,0.448
Czechia,Work-life balance,2019,0.43567500000000003
Czechia,Work-life balance,2020,0.42335
Czechia,Work-life balance,2021,0.411025
Czechia,Work-life balance,2022,0.3987
Czechia,Work-life balance,2023,0.3987
Denmark,Civic engagement,2006,0.8681
Denmark,Civic engagement,2007,0.8681
Denmark,Civic engagement,2008,0.901075
Denmark,Civic engagement,2009,0.93405
Denmark,Civic engagement,2010,0.967025
Denmark,Civic engagement,2011,1.0
Denmark,Civic engagement,2012,0.9477
Denmark,Civic engagement,2013,0.8954
Denmark,Civic engagement,2014,0.8431
Denmark,Civic engagement,2015,0.7908
Denmark,Civic engagement,2016,0.822
Denmark,Civic engagement,2017,0.8532
Denmark,Civic engagement,2018,0.8844
Denmark,Civic engagement,2019,0.9156
Denmark,Civic engagement,2020,0.71625
Denmark,Civic engagement,2021,0.5169
Denmark,Civic engagement,2022,0.8605
Denmark,Civic engagement,2023,0.6271
Denmark,Environmental quality,2006,0.8966
Denmark,Environmental quality,2007,0.9195
Denmark,Environmental quality,2008,0.9337
Denmark,Environmental quality,2009,0.9369
Denmark,Environmental quality,2010,0.9646
Denmark,Environmental quality,2011,0.9614
Denmark,Environmental quality,2012,0.7733
Denmark,Environmental quality,2013,0.9775
Denmark,Environmental quality,2014,0.9803
Denmark,Environmental quality,2015,0.9812
Denmark,Environmental quality,2016,0.9902
Denmark,Environmental quality,2017,0.9906
Denmark,Environmental quality,2018,0.7802
Denmark,Environmental quality,2019,0.9878
Denmark,Environmental quality,2020,0.9919
Denmark,Environmental quality,2021,1.0
Denmark,Environmental quality,2022,1.0
Denmark,Environmental quality,2023,1.0
Denmark,Health,2006,0.6686
Denmark,Health,2007,0.6792
Denmark,Health,2008,0.666
Denmark,Health,2009,0.6468
Denmark,Health,2010,0.6443
Denmark,Health,2011,0.6595
Denmark,Health,2012,0.654
Denmark,Health,2013,0.6605
Denmark,Health,2014,0.5607
Denmark,Health,2015,0.6627
Denmark,Health,2016,0.6603
Denmark,Health,2017,0.6491
Denmark,Health,2018,0.6472
Denmark,Health,2019,0.616
Denmark,Health,2020,0.6568
Denmark,Health,2021,0.6629
Denmark,Health,2022,0.5783
Denmark,Health,2023,0.5988
Denmark,Housing,2006,0.4586
Denmark,Housing,2007,0.4769
Denmark,Housing,2008,0.4129
Denmark,Housing,2009,0.4272
Denmark,Housing,2010,0.5527
Denmark,Housing,2011,0.5581
Denmark,Housing,2012,0.5319
Denmark,Housing,2013,0.518
Denmark,Housing,2014,0.5067
Denmark,Housing,2015,0.4733
Denmark,Housing,2016,0.5096
Denmark,Housing,2017,0.4956
Denmark,Housing,2018,0.4528
Denmark,Housing,2019,0.4721
Denmark,Housing,2020,0.467
Denmark,Housing,2021,0.4273
Denmark,Housing,2022,0.4446
Denmark,Housing,2023,0.3371
Denmark,Income and wealth,2006,0.3051
Denmark,Income and wealth,2007,0.2762
Denmark,Income and wealth,2008,0.2757
Denmark,Income and wealth,2009,0.2967
Denmark,Income and wealth,2010,0.3112
Denmark,Income and wealth,2011,0.154
Denmark,Income and wealth,2012,0.1637
Denmark,Income and wealth,2013,0.179
Denmark,Income and wealth,2014,0.1673
Denmark,Income and wealth,2015,0.3334
Denmark,Income and wealth,2016,0.1699
Denmark,Income and wealth,2017,0.1913
Denmark,Income and wealth,2018,0.1677
Denmark,Income and wealth,2019,0.2354
Denmark,Income and wealth,2020,0.2782
Denmark,Income and wealth,2021,0.2687
Denmark,Income and wealth,2022,0.3082
Denmark,Income and wealth,2023,0.4296
Denmark,Knowledge and skills,2006,0.6856
Denmark,Knowledge and skills,2007,0.6825333333333333
Denmark,Knowledge and skills,2008,0.6794666666666667
Denmark,Knowledge and skills,2009,0.6764
Denmark,Knowledge and skills,2010,0.6572
Denmark,Knowledge and skills,2011,0.638
Denmark,Knowledge and skills,2012,0.6188
Denmark,Knowledge and skills,2013,0.6514333333333333
Denmark,Knowledge and skills,2014,0.6840666666666667
Denmark,Knowledge and skills,2015,0.7167
Denmark,Knowledge and skills,2016,0.6973666666666667
Denmark,Knowledge and skills,2017,0.6780333333333333
Denmark,Knowledge and skills,2018,0.6587
Denmark,Knowledge and skills,2019,0.6443749999999999
Denmark,Knowledge and skills,2020,0.63005
Denmark,Knowledge and skills,2021,0.6157250000000001
Denmark,Knowledge and skills,2022,0.6014
Denmark,Knowledge and skills,2023,0.6014
Denmark,Safety,2006,0.8894
Denmark,Safety,2007,0.8846
Denmark,Safety,2008,0.8612
Denmark,Safety,2009,0.8606
Denmark,Safety,2010,0.8456
Denmark,Safety,2011,0.8399
Denmark,Safety,2012,0.8147
Denmark,Safety,2013,0.8418
Denmark,Safety,2014,0.8181
Denmark,Safety,2015,0.8056
Denmark,Safety,2016,0.8037
Denmark,Safety,2017,0.8415
Denmark,Safety,2018,0.8428
Denmark,Safety,2019,0.8542
Denmark,Safety,2020,0.8618
Denmark,Safety,2021,0.864
Denmark,Safety,2022,0.8486
Denmark,Safety,2023,0.8486
Denmark,Social connections,2006,0.9273
Denmark,Social connections,2007,0.9142
Denmark,Social connections,2008,0.8907
Denmark,Social connections,2009,0.9125
Denmark,Social connections,2010,0.9155
Denmark,Social connections,2011,0.918
Denmark,Social connections,2012,0.9106
Denmark,Social connections,2013,0.8589
Denmark,Social connections,2014,0.9106
Denmark,Social connections,2015,0.9029
Denmark,Social connections,2016,0.9029
Denmark,Social connections,2017,0.891
Denmark,Social connections,2018,0.7722
Denmark,Social connections,2019,0.8658
Denmark,Social connections,2020,0.8562
Denmark,Social connections,2021,0.8562
Denmark,Social connections,2022,0.7337
Denmark,Social connections,2023,0.8533
Denmark,Subjective well-being,2006,0.8119
Denmark,Subjective well-being,2007,0.7357
Denmark,Subjective well-being,2008,0.7318
Denmark,Subjective well-being,2009,0.7632
Denmark,Subjective well-being,2010,0.7506
Denmark,Subjective well-being,2011,0.7278
Denmark,Subjective well-being,2012,0.7278
Denmark,Subjective well-being,2013,0.7947
Denmark,Subjective well-being,2014,0.7444
Denmark,Subjective well-being,2015,0.7444
Denmark,Subjective well-being,2016,0.7444
Denmark,Subjective well-being,2017,0.7561
Denmark,Subjective well-being,2018,0.7504
Denmark,Subjective well-being,2019,0.7256
Denmark,Subjective well-being,2020,0.7108
Denmark,Subjective well-being,2021,0.6828
Denmark,Subjective well-being,2022,0.6971
Denmark,Subjective well-being,2023,0.7063
Denmark,Work and job quality,2006,0.8162
Denmark,Work and job quality,2007,0.8499
Denmark,Work and job quality,2008,0.846
Denmark,Work and job quality,2009,0.8292
Denmark,Work and job quality,2010,0.693
Denmark,Work and job quality,2011,0.8072
Denmark,Work and job quality,2012,0.8122
Denmark,Work and job quality,2013,0.8419
Denmark,Work and job quality,2014,0.8403
Denmark,Work and job quality,2015,0.7209
Denmark,Work and job quality,2016,0.8264
Denmark,Work and job quality,2017,0.7883
Denmark,Work and job quality,2018,0.8039
Denmark,Work and job quality,2019,0.8328
Denmark,Work and job quality,2020,0.8342
Denmark,Work and job quality,2021,0.8264
Denmark,Work and job quality,2022,0.8101
Denmark,Work and job quality,2023,0.7928
Denmark,Work-life balance,2006,0.4853
Denmark,Work-life balance,2007,0.4853
Denmark,Work-life balance,2008,0.4853
Denmark,Work-life balance,2009,0.4853
Denmark,Work-life balance,2010,0.4853
Denmark,Work-life balance,2011,0.4853
Denmark,Work-life balance,2012,0.4853
Denmark,Work-life balance,2013,0.4853
Denmark,Work-life balance,2014,0.48498
Denmark,Work-life balance,2015,0.48466000000000004
Denmark,Work-life balance,2016,0.48434
Denmark,Work-life balance,2017,0.48402
Denmark,Work-life balance,2018,0.4837
Denmark,Work-life balance,2019,0.4707
Denmark,Work-life balance,2020,0.4577
Denmark,Work-life balance,2021,0.4447
Denmark,Work-life balance,2022,0.4317
Denmark,Work-life balance,2023,0.4317
Estonia,Civic engagement,2006,0.2159
Estonia,Civic engagement,2007,0.2159
Estonia,Civic engagement,2008,0.2159
Estonia,Civic engagement,2009,0.2159
Estonia,Civic engagement,2010,0.2159
Estonia,Civic engagement,2011,0.2159
Estonia,Civic engagement,2012,0.2159
Estonia,Civic engagement,2013,0.2159
Estonia,Civic engagement,2014,0.2159
Estonia,Civic engagement,2015,0.2159
Estonia,Civic engagement,2016,0.2159
Estonia,Civic engagement,2017,0.2159
Estonia,Civic engagement,2018,0.2159
Estonia,Civic engagement,2019,0.2159
Estonia,Civic engagement,2020,0.2159
Estonia,Civic engagement,2021,0.2159
Estonia,Civic engagement,2022,0.1801
Estonia,Civic engagement,2023,0.1443
Estonia,Environmental quality,2006,0.9924
Estonia,Environmental quality,2007,0.9922
Estonia,Environmental quality,2008,0.9927
Estonia,Environmental quality,2009,0.9939
Estonia,Environmental quality,2010,0.9974
Estonia,Environmental quality,2011,0.9963
Estonia,Environmental quality,2012,0.884
Estonia,Environmental quality,2013,0.9972
Estonia,Environmental quality,2014,0.9982
Estonia,Environmental quality,2015,0.9852
Estonia,Environmental quality,2016,0.9816
Estonia,Environmental quality,2017,0.8762
Estonia,Environmental quality,2018,0.8692
Estonia,Environmental quality,2019,0.9698
Estonia,Environmental quality,2020,0.8958
Estonia,Environmental quality,2021,1.0
Estonia,Environmental quality,2022,1.0
Estonia,Environmental quality,2023,1.0
Estonia,Health,2006,0.4799
Estonia,Health,2007,0.4855
Estonia,Health,2008,0.5006
Estonia,Health,2009,0.5023
Estonia,Health,2010,0.524
Estonia,Health,2011,0.5449
Estonia,Health,2012,0.5311
Estonia,Health,2013,0.5277
Estonia,Health,2014,0.4923
Estonia,Health,2015,0.5181
Estonia,Health,2016,0.5264
Estonia,Health,2017,0.5362
Estonia,Health,2018,0.5486
Estonia,Health,2019,0.5446
Estonia,Health,2020,0.5675
Estonia,Health,2021,0.5911
Estonia,Health,2022,0.5454
Estonia,Health,2023,0.5481
Estonia,Housing,2006,0.3531
Estonia,Housing,2007,0.4074
Estonia,Housing,2008,0.4596
Estonia,Housing,2009,0.4975
Estonia,Housing,2010,0.4843
Estonia,Housing,2011,0.6184
Estonia,Housing,2012,0.5706
Estonia,Housing,2013,0.4911
Estonia,Housing,2014,0.5402
Estonia,Housing,2015,0.5015
Estonia,Housing,2016,0.4933
Estonia,Housing,2017,0.5057
Estonia,Housing,2018,0.4906
Estonia,Housing,2019,0.5013
Estonia,Housing,2020,0.5427
Estonia,Housing,2021,0.4638
Estonia,Housing,2022,0.3474
Estonia,Housing,2023,0.2579
Estonia,Income and wealth,2006,0.1254
Estonia,Income and wealth,2007,0.1027
Estonia,Income and wealth,2008,0.1195
Estonia,Income and wealth,2009,0.179
Estonia,Income and wealth,2010,0.2256
Estonia,Income and wealth,2011,0.1998
Estonia,Income and wealth,2012,0.202
Estonia,Income and wealth,2013,0.3003
Estonia,Income and wealth,2014,0.3196
Estonia,Income and wealth,2015,0.3171
Estonia,Income and wealth,2016,0.2951
Estonia,Income and wealth,2017,0.408
Estonia,Income and wealth,2018,0.297
Estonia,Income and wealth,2019,0.2902
Estonia,Income and wealth,2020,0.2836
Estonia,Income and wealth,2021,0.3089
Estonia,Income and wealth,2022,0.1402
Estonia,Income and wealth,2023,0.0903
Estonia,Knowledge and skills,2006,0.7682
Estonia,Knowledge and skills,2007,0.7696333333333333
Estonia,Knowledge and skills,2008,0.7710666666666667
Estonia,Knowledge and skills,2009,0.7725
Estonia,Knowledge and skills,2010,0.7189
Estonia,Knowledge and skills,2011,0.6653
Estonia,Knowledge and skills,2012,0.6117
Estonia,Knowledge and skills,2013,0.6838333333333333
Estonia,Knowledge and skills,2014,0.7559666666666667
Estonia,Knowledge and skills,2015,0.8281
Estonia,Knowledge and skills,2016,0.8088666666666666
Estonia,Knowledge and skills,2017,0.7896333333333333
Estonia,Knowledge and skills,2018,0.7704
Estonia,Knowledge and skills,2019,0.75485
Estonia,Knowledge and skills,2020,0.7393000000000001
Estonia,Knowledge and skills,2021,0.72375
Estonia,Knowledge and skills,2022,0.7082
Estonia,Knowledge and skills,2023,0.7082
Estonia,Safety,2006,0.5751
Estonia,Safety,2007,0.5801
Estonia,Safety,2008,0.5859
Estonia,Safety,2009,0.6154
Estonia,Safety,2010,0.8681
Estonia,Safety,2011,0.5977
Estonia,Safety,2012,0.58
Estonia,Safety,2013,0.6047
Estonia,Safety,2014,0.6375
Estonia,Safety,2015,0.6306
Estonia,Safety,2016,0.632
Estonia,Safety,2017,0.7575
Estonia,Safety,2018,0.7516
Estonia,Safety,2019,0.8013
Estonia,Safety,2020,0.821
Estonia,Safety,2021,0.8254
Estonia,Safety,2022,0.7855
Estonia,Safety,2023,0.8339
Estonia,Social connections,2006,0.7924
Estonia,Social connections,2007,0.7966
Estonia,Social connections,2008,0.77
Estonia,Social connections,2009,0.5999
Estonia,Social connections,2010,0.69675
Estonia,Social connections,2011,0.7936
Estonia,Social connections,2012,0.7872
Estonia,Social connections,2013,0.6285
Estonia,Social connections,2014,0.8334
Estonia,Social connections,2015,0.8264
Estonia,Social connections,2016,0.8264
Estonia,Social connections,2017,0.8526
Estonia,Social connections,2018,0.7401
Estonia,Social connections,2019,0.842
Estonia,Social connections,2020,0.8585
Estonia,Social connections,2021,0.8585
Estonia,Social connections,2022,0.7287
Estonia,Social connections,2023,0.854
Estonia,Subjective well-being,2006,0.6792
Estonia,Subjective well-being,2007,0.6506
Estonia,Subjective well-being,2008,0.6372
Estonia,Subjective well-being,2009,0.6363
Estonia,Subjective well-being,2010,0.66045
Estonia,Subjective well-being,2011,0.6846
Estonia,Subjective well-being,2012,0.6846
Estonia,Subjective well-being,2013,0.5923
Estonia,Subjective well-being,2014,0.7416
Estonia,Subjective well-being,2015,0.7416
Estonia,Subjective well-being,2016,0.7416
Estonia,Subjective well-being,2017,0.799
Estonia,Subjective well-being,2018,0.716
Estonia,Subjective well-being,2019,0.8182
Estonia,Subjective well-being,2020,0.8254
Estonia,Subjective well-being,2021,0.7484
Estonia,Subjective well-being,2022,0.7469
Estonia,Subjective well-being,2023,0.7565
Estonia,Work and job quality,2006,0.7442
Estonia,Work and job quality,2007,0.7873
Estonia,Work and job quality,2008,0.7914
Estonia,Work and job quality,2009,0.6731
Estonia,Work and job quality,2010,0.574
Estonia,Work and job quality,2011,0.6918
Estonia,Work and job quality,2012,0.7486
Estonia,Work and job quality,2013,0.7583
Estonia,Work and job quality,2014,0.7961
Estonia,Work and job quality,2015,0.724
Estonia,Work and job quality,2016,0.8271
Estonia,Work and job quality,2017,0.8271
Estonia,Work and job quality,2018,0.7989
Estonia,Work and job quality,2019,0.8133
Estonia,Work and job quality,2020,0.8056
Estonia,Work and job quality,2021,0.8159
Estonia,Work and job quality,2022,0.7969
Estonia,Work and job quality,2023,0.7621
Estonia,Work-life balance,2006,0.4625
Estonia,Work-life balance,2007,0.4625
Estonia,Work-life balance,2008,0.4625
Estonia,Work-life balance,2009,0.4625
Estonia,Work-life balance,2010,0.4608
Estonia,Work-life balance,2011,0.4591
Estonia,Work-life balance,2012,0.45740000000000003
Estonia,Work-life balance,2013,0.4557
Estonia,Work-life balance,2014,0.44912
Estonia,Work-life balance,2015,0.44254
Estonia,Work-life balance,2016,0.43596
Estonia,Work-life balance,2017,0.42938
Estonia,Work-life balance,2018,0.4228
Estonia,Work-life balance,2019,0.41645
Estonia,Work-life balance,2020,0.4101
Estonia,Work-life balance,2021,0.40375
Estonia,Work-life balance,2022,0.3974
Estonia,Work-life balance,2023,0.3974
Finland,Civic engagement,2006,0.6107
Finland,Civic engagement,2007,0.6113
Finland,Civic engagement,2008,0.6119
Finland,Civic engagement,2009,0.6125
Finland,Civic engagement,2010,0.6131
Finland,Civic engagement,2011,0.6136999999999999
Finland,Civic engagement,2012,0.6143
Finland,Civic engagement,2013,0.5676
Finland,Civic engagement,2014,0.5208999999999999
Finland,Civic engagement,2015,0.47419999999999995
Finland,Civic engagement,2016,0.4275
Finland,Civic engagement,2017,0.3808
Finland,Civic engagement,2018,0.3341
Finland,Civic engagement,2019,0.32330000000000003
Finland,Civic engagement,2020,0.3125
Finland,Civic engagement,2021,0.3017
Finland,Civic engagement,2022,0.2519
Finland,Civic engagement,2023,0.2021
Finland,Environmental quality,2006,0.6666
Finland,Environmental quality,2007,0.6548
Finland,Environmental quality,2008,0.6213
Finland,Environmental quality,2009,0.676
Finland,Environmental quality,2010,0.8151
Finland,Environmental quality,2011,0.7873
Finland,Environmental quality,2012,0.852
Finland,Environmental quality,2013,0.6235
Finland,Environmental quality,2014,0.7518
Finland,Environmental quality,2015,0.5086
Finland,Environmental quality,2016,0.5
Finland,Environmental quality,2017,0.5
Finland,Environmental quality,2018,0.6667
Finland,Environmental quality,2019,0.5
Finland,Environmental quality,2020,0.5
Finland,Environmental quality,2021,1.0
Finland,Environmental quality,2022,1.0
Finland,Environmental quality,2023,1.0
Finland,Health,2006,0.5895
Finland,Health,2007,0.5909
Finland,Health,2008,0.5776
Finland,Health,2009,0.5642
Finland,Health,2010,0.5591
Finland,Health,2011,0.5764
Finland,Health,2012,0.5608
Finland,Health,2013,0.5517
Finland,Health,2014,0.4717
Finland,Health,2015,0.5843
Finland,Health,2016,0.593
Finland,Health,2017,0.5727
Finland,Health,2018,0.5608
Finland,Health,2019,0.5149
Finland,Health,2020,0.5672
Finland,Health,2021,0.5901
Finland,Health,2022,0.5681
Finland,Health,2023,0.5613
Finland,Housing,2006,0.416
Finland,Housing,2007,0.4534
Finland,Housing,2008,0.4663
Finland,Housing,2009,0.4909
Finland,Housing,2010,0.533
Finland,Housing,2011,0.5166
Finland,Housing,2012,0.5112
Finland,Housing,2013,0.5052
Finland,Housing,2014,0.5013
Finland,Housing,2015,0.4961
Finland,Housing,2016,0.4812
Finland,Housing,2017,0.4854
Finland,Housing,2018,0.4645
Finland,Housing,2019,0.4666
Finland,Housing,2020,0.4753
Finland,Housing,2021,0.4441
Finland,Housing,2022,0.4051
Finland,Housing,2023,0.2619
Finland,Income and wealth,2006,0.226
Finland,Income and wealth,2007,0.2286
Finland,Income and wealth,2008,0.23
Finland,Income and wealth,2009,0.2003
Finland,Income and wealth,2010,0.1825
Finland,Income and wealth,2011,0.1912
Finland,Income and wealth,2012,0.1843
Finland,Income and wealth,2013,0.1838
Finland,Income and wealth,2014,0.1819
Finland,Income and wealth,2015,0.1693
Finland,Income and wealth,2016,0.1941
Finland,Income and wealth,2017,0.18
Finland,Income and wealth,2018,0.1543
Finland,Income and wealth,2019,0.1732
Finland,Income and wealth,2020,0.1451
Finland,Income and wealth,2021,0.1493
Finland,Income and wealth,2022,0.1312
Finland,Income and wealth,2023,0.3658
Finland,Knowledge and skills,2006,0.9821
Finland,Knowledge and skills,2007,0.9812333333333333
Finland,Knowledge and skills,2008,0.9803666666666667
Finland,Knowledge and skills,2009,0.9795
Finland,Knowledge and skills,2010,0.8945000000000001
Finland,Knowledge and skills,2011,0.8095
Finland,Knowledge and skills,2012,0.7245
Finland,Knowledge and skills,2013,0.7363000000000001
Finland,Knowledge and skills,2014,0.7481
Finland,Knowledge and skills,2015,0.7599
Finland,Knowledge and skills,2016,0.7526333333333334
Finland,Knowledge and skills,2017,0.7453666666666666
Finland,Knowledge and skills,2018,0.7381
Finland,Knowledge and skills,2019,0.719875
Finland,Knowledge and skills,2020,0.70165
Finland,Knowledge and skills,2021,0.683425
Finland,Knowledge and skills,2022,0.6652
Finland,Knowledge and skills,2023,0.6652
