Reference area,Domain,TIME_PERIOD,mean_normalized_measure
Lithuania,Environmental quality,2019,1.0
Lithuania,Environmental quality,2020,1.0
Lithuania,Environmental quality,2021,1.0
Lithuania,Environmental quality,2022,1.0
Lithuania,Environmental quality,2023,1.0
Lithuania,Health,2006,0.447
Lithuania,Health,2007,0.4645
Lithuania,Health,2008,0.47
Lithuania,Health,2009,0.4761
Lithuania,Health,2010,0.486
Lithuania,Health,2011,0.4832
Lithuania,Health,2012,0.4907
Lithuania,Health,2013,0.4792
Lithuania,Health,2014,0.3906
Lithuania,Health,2015,0.4608
Lithuania,Health,2016,0.463
Lithuania,Health,2017,0.4508
Lithuania,Health,2018,0.4555
Lithuania,Health,2019,0.4263
Lithuania,Health,2020,0.4694
Lithuania,Health,2021,0.4744
Lithuania,Health,2022,0.4477
Lithuania,Health,2023,0.4568
Lithuania,Housing,2006,0.4299
Lithuania,Housing,2007,0.4237
Lithuania,Housing,2008,0.4676
Lithuania,Housing,2009,0.537
Lithuania,Housing,2010,0.5143
Lithuania,Housing,2011,0.7577
Lithuania,Housing,2012,0.709
Lithuania,Housing,2013,0.6477
Lithuania,Housing,2014,0.5859
Lithuania,Housing,2015,0.5734
Lithuania,Housing,2016,0.5396
Lithuania,Housing,2017,0.5447
Lithuania,Housing,2018,0.5503
Lithuania,Housing,2019,0.5522
Lithuania,Housing,2020,0.619
Lithuania,Housing,2021,0.598
Lithuania,Housing,2022,0.5854
Lithuania,Housing,2023,0.8677
Lithuania,Income and wealth,2006,0.5554
Lithuania,Income and wealth,2007,0.4271
Lithuania,Income and wealth,2008,0.5115
Lithuania,Income and wealth,2009,0.4767
Lithuania,Income and wealth,2010,0.3799
Lithuania,Income and wealth,2011,0.3411
Lithuania,Income and wealth,2012,0.3915
Lithuania,Income and wealth,2013,0.3444
Lithuania,Income and wealth,2014,0.4077
Lithuania,Income and wealth,2015,0.4318
Lithuania,Income and wealth,2016,0.4447
Lithuania,Income and wealth,2017,0.4635
Lithuania,Income and wealth,2018,0.3893
Lithuania,Income and wealth,2019,0.4021
Lithuania,Income and wealth,2020,0.3457
Lithuania,Income and wealth,2021,0.3408
Lithuania,Income and wealth,2022,0.2513
Lithuania,Income and wealth,2023,0.1199
Lithuania,Knowledge and skills,2006,0.5731
Lithuania,Knowledge and skills,2007,0.5605
Lithuania,Knowledge and skills,2008,0.5479
Lithuania,Knowledge and skills,2009,0.5353
Lithuania,Knowledge and skills,2010,0.5548
Lithuania,Knowledge and skills,2011,0.5743
Lithuania,Knowledge and skills,2012,0.5938
Lithuania,Knowledge and skills,2013,0.649
Lithuania,Knowledge and skills,2014,0.7042
Lithuania,Knowledge and skills,2015,0.6325
Lithuania,Knowledge and skills,2016,0.6141333333333333
Lithuania,Knowledge and skills,2017,0.5957666666666667
Lithuania,Knowledge and skills,2018,0.5774
Lithuania,Knowledge and skills,2019,0.5686
Lithuania,Knowledge and skills,2020,0.5598000000000001
Lithuania,Knowledge and skills,2021,0.551
Lithuania,Knowledge and skills,2022,0.5422
Lithuania,Knowledge and skills,2023,0.5422
Lithuania,Safety,2006,0.2204
Lithuania,Safety,2007,0.2208
Lithuania,Safety,2008,0.2235
Lithuania,Safety,2009,0.265
Lithuania,Safety,2010,0.2734
Lithuania,Safety,2011,0.2706
Lithuania,Safety,2012,0.2617
Lithuania,Safety,2013,0.2752
Lithuania,Safety,2014,0.3784
Lithuania,Safety,2015,0.3755
Lithuania,Safety,2016,0.3854
Lithuania,Safety,2017,0.6159
Lithuania,Safety,2018,0.6198
Lithuania,Safety,2019,0.6664
Lithuania,Safety,2020,0.6631
Lithuania,Safety,2021,0.6701
Lithuania,Safety,2022,0.6288
Lithuania,Safety,2023,0.6735
Lithuania,Social connections,2006,0.8674
Lithuania,Social connections,2007,0.8719
Lithuania,Social connections,2008,0.8346
Lithuania,Social connections,2009,0.8284
Lithuania,Social connections,2010,0.8132
Lithuania,Social connections,2011,0.8176
Lithuania,Social connections,2012,0.8109
Lithuania,Social connections,2013,0.7174
Lithuania,Social connections,2014,0.8268
Lithuania,Social connections,2015,0.8199
Lithuania,Social connections,2016,0.8199
Lithuania,Social connections,2017,0.8302
Lithuania,Social connections,2018,0.6548
Lithuania,Social connections,2019,0.7999
Lithuania,Social connections,2020,0.8149
Lithuania,Social connections,2021,0.8149
Lithuania,Social connections,2022,0.6792
Lithuania,Social connections,2023,0.7848
Lithuania,Subjective well-being,2006,0.5391
Lithuania,Subjective well-being,2007,0.5206
Lithuania,Subjective well-being,2008,0.5006
Lithuania,Subjective well-being,2009,0.5035
Lithuania,Subjective well-being,2010,0.5283
Lithuania,Subjective well-being,2011,0.5409
Lithuania,Subjective well-being,2012,0.5409
Lithuania,Subjective well-being,2013,0.5638
Lithuania,Subjective well-being,2014,0.603
Lithuania,Subjective well-being,2015,0.603
Lithuania,Subjective well-being,2016,0.603
Lithuania,Subjective well-being,2017,0.6815
Lithuania,Subjective well-being,2018,0.5532
Lithuania,Subjective well-being,2019,0.6997
Lithuania,Subjective well-being,2020,0.7504
Lithuania,Subjective well-being,2021,0.6763
Lithuania,Subjective well-being,2022,0.6837
Lithuania,Subjective well-being,2023,0.6841
Lithuania,Work and job quality,2006,0.7385
Lithuania,Work and job quality,2007,0.7727
Lithuania,Work and job quality,2008,0.7691
Lithuania,Work and job quality,2009,0.7005
Lithuania,Work and job quality,2010,0.6511
Lithuania,Work and job quality,2011,0.6748
Lithuania,Work and job quality,2012,0.7338
Lithuania,Work and job quality,2013,0.7449
Lithuania,Work and job quality,2014,0.7819
Lithuania,Work and job quality,2015,0.709
Lithuania,Work and job quality,2016,0.8175
Lithuania,Work and job quality,2017,0.8164
Lithuania,Work and job quality,2018,0.7485
Lithuania,Work and job quality,2019,0.8055
Lithuania,Work and job quality,2020,0.7979
Lithuania,Work and job quality,2021,0.8236
Lithuania,Work and job quality,2022,0.7827
Lithuania,Work and job quality,2023,0.7285
Lithuania,Work-life balance,2006,0.4627
Lithuania,Work-life balance,2007,0.4627
Lithuania,Work-life balance,2008,0.4627
Lithuania,Work-life balance,2009,0.4627
Lithuania,Work-life balance,2010,0.4627
Lithuania,Work-life balance,2011,0.4627
Lithuania,Work-life balance,2012,0.4627
Lithuania,Work-life balance,2013,0.4627
Lithuania,Work-life balance,2014,0.46976
Lithuania,Work-life balance,2015,0.47682
Lithuania,Work-life balance,2016,0.48388
Lithuania,Work-life balance,2017,0.49094
Lithuania,Work-life balance,2018,0.498
Lithuania,Work-life balance,2019,0.4794
Lithuania,Work-life balance,2020,0.4608
Lithuania,Work-life balance,2021,0.4422
Lithuania,Work-life balance,2022,0.4236
Lithuania,Work-life balance,2023,0.4236
Luxembourg,Civic engagement,2006,1.0
Luxembourg,Civic engagement,2007,1.0
Luxembourg,Civic engagement,2008,1.0
Luxembourg,Civic engagement,2009,1.0
Luxembourg,Civic engagement,2010,0.9776
Luxembourg,Civic engagement,2011,0.9552
Luxembourg,Civic engagement,2012,0.9328
Luxembourg,Civic engagement,2013,0.9104
Luxembourg,Civic engagement,2014,0.90352
Luxembourg,Civic engagement,2015,0.89664
Luxembourg,Civic engagement,2016,0.88976
Luxembourg,Civic engagement,2017,0.88288
Luxembourg,Civic engagement,2018,0.876
Luxembourg,Civic engagement,2019,0.7179
Luxembourg,Civic engagement,2020,0.5598000000000001
Luxembourg,Civic engagement,2021,0.4017
Luxembourg,Civic engagement,2022,0.4042
Luxembourg,Civic engagement,2023,0.4067
Luxembourg,Environmental quality,2006,1.0
Luxembourg,Environmental quality,2007,1.0
Luxembourg,Environmental quality,2008,1.0
Luxembourg,Environmental quality,2009,1.0
Luxembourg,Environmental quality,2010,1.0
Luxembourg,Environmental quality,2011,1.0
Luxembourg,Environmental quality,2012,0.9361
Luxembourg,Environmental quality,2013,1.0
Luxembourg,Environmental quality,2014,1.0
Luxembourg,Environmental quality,2015,1.0
Luxembourg,Environmental quality,2016,1.0
Luxembourg,Environmental quality,2017,1.0
Luxembourg,Environmental quality,2018,0.9442
Luxembourg,Environmental quality,2019,1.0
Luxembourg,Environmental quality,2020,1.0
Luxembourg,Environmental quality,2021,1.0
Luxembourg,Environmental quality,2022,1.0
Luxembourg,Environmental quality,2023,1.0
Luxembourg,Health,2006,0.6545
Luxembourg,Health,2007,0.6567
Luxembourg,Health,2008,0.6775
Luxembourg,Health,2009,0.6774
Luxembourg,Health,2010,0.6738
Luxembourg,Health,2011,0.6728
Luxembourg,Health,2012,0.6742
Luxembourg,Health,2013,0.6798
Luxembourg,Health,2014,0.5979
Luxembourg,Health,2015,0.6741
Luxembourg,Health,2016,0.6828
Luxembourg,Health,2017,0.6653
Luxembourg,Health,2018,0.6715
Luxembourg,Health,2019,0.6243
Luxembourg,Health,2020,0.6741
Luxembourg,Health,2021,0.7013
Luxembourg,Health,2022,0.6749
Luxembourg,Health,2023,0.6195
Luxembourg,Housing,2006,0.339
Luxembourg,Housing,2007,0.3916
Luxembourg,Housing,2008,0.3927
Luxembourg,Housing,2009,0.433
Luxembourg,Housing,2010,0.4945
Luxembourg,Housing,2011,0.4611
Luxembourg,Housing,2012,0.4789
Luxembourg,Housing,2013,0.4833
Luxembourg,Housing,2014,0.5544
Luxembourg,Housing,2015,0.5426
Luxembourg,Housing,2016,0.5685
Luxembourg,Housing,2017,0.5812
Luxembourg,Housing,2018,0.5092
Luxembourg,Housing,2019,0.6012
Luxembourg,Housing,2020,0.6062
Luxembourg,Housing,2021,0.5612
Luxembourg,Housing,2022,0.5986
Luxembourg,Housing,2023,0.0788
Luxembourg,Income and wealth,2006,0.4965
Luxembourg,Income and wealth,2007,0.5035
Luxembourg,Income and wealth,2008,0.5008
Luxembourg,Income and wealth,2009,0.5074
Luxembourg,Income and wealth,2010,0.5219
Luxembourg,Income and wealth,2011,0.5616
Luxembourg,Income and wealth,2012,0.5178
Luxembourg,Income and wealth,2013,0.5474
Luxembourg,Income and wealth,2014,0.5891
Luxembourg,Income and wealth,2015,0.3858
Luxembourg,Income and wealth,2016,0.3761
Luxembourg,Income and wealth,2017,0.4319
Luxembourg,Income and wealth,2018,0.504
Luxembourg,Income and wealth,2019,0.3708
Luxembourg,Income and wealth,2020,0.3404
Luxembourg,Income and wealth,2021,0.3145
Luxembourg,Income and wealth,2022,0.4534
Luxembourg,Income and wealth,2023,0.0
Luxembourg,Knowledge and skills,2006,0.5948
Luxembourg,Knowledge and skills,2007,0.5811666666666666
Luxembourg,Knowledge and skills,2008,0.5675333333333333
Luxembourg,Knowledge and skills,2009,0.5539
Luxembourg,Knowledge and skills,2010,0.5793999999999999
Luxembourg,Knowledge and skills,2011,0.6049
Luxembourg,Knowledge and skills,2012,0.6304
Luxembourg,Knowledge and skills,2013,0.6489333333333334
Luxembourg,Knowledge and skills,2014,0.6674666666666667
Luxembourg,Knowledge and skills,2015,0.686
Luxembourg,Knowledge and skills,2016,0.6574333333333333
Luxembourg,Knowledge and skills,2017,0.6288666666666667
Luxembourg,Knowledge and skills,2018,0.6003
Luxembourg,Knowledge and skills,2019,0.6003
Luxembourg,Knowledge and skills,2020,0.6003
Luxembourg,Knowledge and skills,2021,0.6003
Luxembourg,Knowledge and skills,2022,0.6003
Luxembourg,Knowledge and skills,2023,0.6003
Luxembourg,Safety,2006,0.9304
Luxembourg,Safety,2007,0.9274
Luxembourg,Safety,2008,0.7797
Luxembourg,Safety,2009,0.8356
Luxembourg,Safety,2010,0.7402
Luxembourg,Safety,2011,0.6898
Luxembourg,Safety,2012,0.6629
Luxembourg,Safety,2013,0.6795
Luxembourg,Safety,2014,0.6699
Luxembourg,Safety,2015,0.658
Luxembourg,Safety,2016,0.6638
Luxembourg,Safety,2017,0.7742
Luxembourg,Safety,2018,0.773
Luxembourg,Safety,2019,0.8436
Luxembourg,Safety,2020,0.9164
Luxembourg,Safety,2021,0.9415
Luxembourg,Safety,2022,0.8039
Luxembourg,Safety,2023,0.8558
Luxembourg,Social connections,2006,0.8777
Luxembourg,Social connections,2007,0.8777
Luxembourg,Social connections,2008,0.8777
Luxembourg,Social connections,2009,0.8672500000000001
Luxembourg,Social connections,2010,0.8568
Luxembourg,Social connections,2011,0.8376
Luxembourg,Social connections,2012,0.6375
Luxembourg,Social connections,2013,0.751
Luxembourg,Social connections,2014,0.8096
Luxembourg,Social connections,2015,0.8028
Luxembourg,Social connections,2016,0.8028
Luxembourg,Social connections,2017,0.77
Luxembourg,Social connections,2018,0.7196
Luxembourg,Social connections,2019,0.6895
Luxembourg,Social connections,2020,0.6668666666666667
Luxembourg,Social connections,2021,0.6442333333333333
Luxembourg,Social connections,2022,0.6216
Luxembourg,Social connections,2023,0.6626
Luxembourg,Subjective well-being,2006,0.6448
Luxembourg,Subjective well-being,2007,0.6448
Luxembourg,Subjective well-being,2008,0.6448
Luxembourg,Subjective well-being,2009,0.6589
Luxembourg,Subjective well-being,2010,0.673
Luxembourg,Subjective well-being,2011,0.6466
Luxembourg,Subjective well-being,2012,0.6466
Luxembourg,Subjective well-being,2013,0.7116
Luxembourg,Subjective well-being,2014,0.7411
Luxembourg,Subjective well-being,2015,0.7411
Luxembourg,Subjective well-being,2016,0.7411
Luxembourg,Subjective well-being,2017,0.753
Luxembourg,Subjective well-being,2018,0.7577
Luxembourg,Subjective well-being,2019,0.735
Luxembourg,Subjective well-being,2020,0.7239
Luxembourg,Subjective well-being,2021,0.7128
Luxembourg,Subjective well-being,2022,0.6912
Luxembourg,Subjective well-being,2023,0.7063
Luxembourg,Work and job quality,2006,0.7265
Luxembourg,Work and job quality,2007,0.8265
Luxembourg,Work and job quality,2008,0.8136
Luxembourg,Work and job quality,2009,0.8534
Luxembourg,Work and job quality,2010,0.7507
Luxembourg,Work and job quality,2011,0.8674
Luxembourg,Work and job quality,2012,0.8732
Luxembourg,Work and job quality,2013,0.8365
Luxembourg,Work and job quality,2014,0.856
Luxembourg,Work and job quality,2015,0.752
Luxembourg,Work and job quality,2016,0.8528
Luxembourg,Work and job quality,2017,0.8291
Luxembourg,Work and job quality,2018,0.7844
Luxembourg,Work and job quality,2019,0.8004
Luxembourg,Work and job quality,2020,0.7809
Luxembourg,Work and job quality,2021,0.7998
Luxembourg,Work and job quality,2022,0.782
Luxembourg,Work and job quality,2023,0.7143
Luxembourg,Work-life balance,2006,0.4748
Luxembourg,Work-life balance,2007,0.4748
Luxembourg,Work-life balance,2008,0.4748
Luxembourg,Work-life balance,2009,0.4748
Luxembourg,Work-life balance,2010,0.4748
Luxembourg,Work-life balance,2011,0.4748
Luxembourg,Work-life balance,2012,0.4748
Luxembourg,Work-life balance,2013,0.4748
Luxembourg,Work-life balance,2014,1.0
Luxembourg,Work-life balance,2015,0.858
Luxembourg,Work-life balance,2016,0.716
Luxembourg,Work-life balance,2017,0.574
Luxembourg,Work-life balance,2018,0.432
Luxembourg,Work-life balance,2019,0.4331
Luxembourg,Work-life balance,2020,0.43420000000000003
Luxembourg,Work-life balance,2021,0.4353
Luxembourg,Work-life balance,2022,0.4364
Luxembourg,Work-life balance,2023,0.4364
Mexico,Civic engagement,2006,0.2836
Mexico,Civic engagement,2007,0.37821666666666665
Mexico,Civic engagement,2008,0.4728333333333333
Mexico,Civic engagement,2009,0.5674499999999999
Mexico,Civic engagement,2010,0.6620666666666666
Mexico,Civic engagement,2011,0.7566833333333333
Mexico,Civic engagement,2012,0.8513
Mexico,Civic engagement,2013,0.7519666666666667
Mexico,Civic engagement,2014,0.6526333333333333
Mexico,Civic engagement,2015,0.5533
Mexico,Civic engagement,2016,0.4539666666666667
Mexico,Civic engagement,2017,0.35463333333333336
Mexico,Civic engagement,2018,0.2553
Mexico,Civic engagement,2019,0.33322
Mexico,Civic engagement,2020,0.41114000000000006
Mexico,Civic engagement,2021,0.48906000000000005
Mexico,Civic engagement,2022,0.56698
Mexico,Civic engagement,2023,0.6449
Mexico,Environmental quality,2006,0.6215
Mexico,Environmental quality,2007,0.8104
Mexico,Environmental quality,2008,0.564
Mexico,Environmental quality,2009,0.5769
Mexico,Environmental quality,2010,0.7334
Mexico,Environmental quality,2011,0.5428
Mexico,Environmental quality,2012,0.7699
Mexico,Environmental quality,2013,0.5931
Mexico,Environmental quality,2014,0.6435
Mexico,Environmental quality,2015,0.748
Mexico,Environmental quality,2016,0.624
Mexico,Environmental quality,2017,0.6683
Mexico,Environmental quality,2018,0.6133
Mexico,Environmental quality,2019,0.6065
Mexico,Environmental quality,2020,0.7142
Mexico,Environmental quality,2021,0.558
Mexico,Environmental quality,2022,0.4361
Mexico,Environmental quality,2023,0.2286
Mexico,Health,2006,0.6265
Mexico,Health,2007,0.65
Mexico,Health,2008,0.6081
Mexico,Health,2009,0.5715
Mexico,Health,2010,0.5371
Mexico,Health,2011,0.5431
Mexico,Health,2012,0.5424
Mexico,Health,2013,0.5523
Mexico,Health,2014,0.521
Mexico,Health,2015,0.5181
Mexico,Health,2016,0.5183
Mexico,Health,2017,0.4842
Mexico,Health,2018,0.4608
Mexico,Health,2019,0.4573
Mexico,Health,2020,0.3995
Mexico,Health,2021,0.4073
Mexico,Health,2022,0.3315
Mexico,Health,2023,0.2893
Mexico,Housing,2006,0.2339
Mexico,Housing,2007,0.2377
Mexico,Housing,2008,0.2247
Mexico,Housing,2009,0.2858
Mexico,Housing,2010,0.2951
Mexico,Housing,2011,0.3332
Mexico,Housing,2012,0.2891
Mexico,Housing,2013,0.3623
Mexico,Housing,2014,0.277
Mexico,Housing,2015,0.3799
Mexico,Housing,2016,0.217
Mexico,Housing,2017,0.3263
Mexico,Housing,2018,0.1846
Mexico,Housing,2019,0.3183
Mexico,Housing,2020,0.2624
Mexico,Housing,2021,0.2754
Mexico,Housing,2022,0.1905
Mexico,Housing,2023,0.3581
Mexico,Income and wealth,2006,0.0
Mexico,Income and wealth,2007,0.0
Mexico,Income and wealth,2008,0.0
Mexico,Income and wealth,2009,0.0
Mexico,Income and wealth,2010,0.0
Mexico,Income and wealth,2011,0.0223
Mexico,Income and wealth,2012,0.5738
Mexico,Income and wealth,2013,0.0704
Mexico,Income and wealth,2014,0.4804
Mexico,Income and wealth,2015,0.0764
Mexico,Income and wealth,2016,0.4816
Mexico,Income and wealth,2017,0.0158
Mexico,Income and wealth,2018,0.3979
Mexico,Income and wealth,2019,0.0086
Mexico,Income and wealth,2020,0.413
Mexico,Income and wealth,2021,0.289
Mexico,Income and wealth,2022,0.3482
Mexico,Income and wealth,2023,0.0
Mexico,Knowledge and skills,2006,0.157
Mexico,Knowledge and skills,2007,0.15093333333333334
Mexico,Knowledge and skills,2008,0.14486666666666667
Mexico,Knowledge and skills,2009,0.1388
Mexico,Knowledge and skills,2010,0.1444
Mexico,Knowledge and skills,2011,0.15
Mexico,Knowledge and skills,2012,0.1556
Mexico,Knowledge and skills,2013,0.2573333333333333
Mexico,Knowledge and skills,2014,0.35906666666666665
Mexico,Knowledge and skills,2015,0.4608
Mexico,Knowledge and skills,2016,0.3681
Mexico,Knowledge and skills,2017,0.2754
Mexico,Knowledge and skills,2018,0.2367
Mexico,Knowledge and skills,2019,0.2024
Mexico,Knowledge and skills,2020,0.1681
Mexico,Knowledge and skills,2021,0.1338
Mexico,Knowledge and skills,2022,0.0995
Mexico,Knowledge and skills,2023,0.0995
Mexico,Safety,2006,0.5187
Mexico,Safety,2007,0.5538
Mexico,Safety,2008,0.4493
Mexico,Safety,2009,0.4268
Mexico,Safety,2010,0.3574
Mexico,Safety,2011,0.3144
Mexico,Safety,2012,0.3048
Mexico,Safety,2013,0.3188
Mexico,Safety,2014,0.2395
Mexico,Safety,2015,0.2387
Mexico,Safety,2016,0.2288
Mexico,Safety,2017,0.2202
Mexico,Safety,2018,0.2207
